epoch,IoU,bce_dice_loss,dice_coeff,loss,val_IoU,val_bce_dice_loss,val_dice_coeff,val_loss,val_zero_IoU,zero_IoU
0,0.2283151000738144,1.2682538032531738,0.3861093521118164,0.6138904690742493,0.36659935116767883,0.8434613347053528,0.5731596946716309,0.43790245056152344,0.8261532783508301,0.5922144055366516
1,0.16720977425575256,1.3048042058944702,0.29644647240638733,0.7035535573959351,0.3699151575565338,0.8399496674537659,0.5762988924980164,0.43472740054130554,0.829259991645813,0.7045319080352783
